tradspell,augmented,freq,rank
gubbins,gubb0inś,57083,0.00027
jamb,jamb0,57085,0.00027
anchovies,anĉħôvïèś,57088,0.00027
durant,dūránt,57089,0.00027
godard,gódārd,57090,0.00027
replant,rêplant,57091,0.00027
intergroup,intèŕgröùp,57092,0.00027
schiff,ŝc0ħiff0,57097,0.00027
kirkman,kìŕkmán,57098,0.00027
ruben,rübén,57099,0.00027
unorganized,unør#gánîzèd,57108,0.00027
friedlander,frïèdlándèŕ,57109,0.00027
cornet,cør#net,57110,0.00027
contraptions,cóntrapţìònś,57111,0.00027
internationalists,intèŕnaţìònálists,57116,0.00027
mountford,möùntfør#d,57118,0.00027
honorific,ħonórific,57124,0.00027
lollipops,loll0ïpops,57126,0.00027
graver,grâvèŕ,57133,0.00027
overslept,ôvèŕslept,57138,0.00027
heightens,hèîg0ħténś,57139,0.00027
nein,nêìn,57143,0.00027
welders,weldèŕś,57146,0.00027
forefoot,før#èfōòt,57154,0.00027
grovel,grovél,57155,0.00027
advisedly,ádvîśédlý,57157,0.00027
pupa,pûpá,57161,0.00027
kirchhoff,kìŕchħøff0,57163,0.00027
decoys,dêcσy0ś,57165,0.00027
arsenide,ārsénîdè,57166,0.00027
larner,lārnèŕ,57167,0.00027
totten,tott0én,57168,0.00027
superconductors,süpèŕcónductòŕś,57169,0.00027
ammonites,amm0ónîtès,57170,0.00027
arian,arïán,57171,0.00027
trimester,trîmestèŕ,57175,0.00027
ramus,râmus,57179,0.00027
bligh,blîg0ħ,57182,0.00027
swastikas,swāstikáś,57184,0.00027
freeborn,frêèbòŕn,57185,0.00027
exaggerations,ėxaĝg0érâţìònś,57186,0.00027
opprobrium,ópp0rôbrïum,57190,0.00027
leitch,lêìtĉħ,57192,0.00027
telltale,tell0tâlè,57195,0.00027
brentano,brentānô,57197,0.00027
ricketts,rick0ėtt0sŝ,57201,0.00027
epitomizes,ėpitómîzėś,57202,0.00027
supercharged,süpèŕĉħārĝèd,57203,0.00027
jakes,jâkès,57204,0.00027
undreamed,undrêàmèd,57206,0.00027
thach,πħaĉħ,57209,0.00027
spurring,spùŕr0iñg0,57212,0.00027
nutting,nutt0iñg0,57214,0.00027
dippy,dipp0ý,57215,0.00027
tamoxifen,tamoxífén,57216,0.00027
grandiloquent,grandilóqυént,57219,0.00027
footstep,fōòtstep,57224,0.00027
medeva,medevá,57225,0.00027
keeling,kêèliñg0,57229,0.00027
dosages,dôsáĝėś,57237,0.00027
brodsky,brodský,57244,0.00027
incubators,iñcûbâtòŕś,57245,0.00027
unformed,unfør#mèd,57247,0.00027
chintzy,ĉħintzŝý,57251,0.00027
vukovar,vükóvār,57252,0.00027
hillhouse,hill0hõùsè,57254,0.00027
overtone,ôvèŕtônè,57259,0.00027
equalizer,êqυálîzèŕ,57262,0.00027
scalps,scalps,57263,0.00027
kenward,kenwàŕd,57266,0.00027
fellowes,fell0ôw0èś,57271,0.00027
raquel,ráqùel,57272,0.00027
louie,löùïè,57274,0.00027
cobain,côbâìn,57275,0.00027
wildman,wîldmán,57277,0.00027
smooths,smöòτħś,57279,0.00027
maggi,maĝg0ï,57284,0.00027
ulf,ulf,57286,0.00027
slane,slânè,57288,0.00027
backlight,back0lîg0ħt,57290,0.00027
curley,cùŕlêy0,57291,0.00027
biros,bîrôś,57297,0.00027
saks,saks,57299,0.00027
topsy,topsý,57300,0.00027
botero,bôterô,57301,0.00027
painkiller,pâìnkill0èŕ,57303,0.00027
ayre,ãy0rè,57304,0.00027
trappers,trapp0èŕś,57314,0.00027
gunnar,gunn0àŕ,57315,0.00027
chavez,ćħāvez,57316,0.00027
reprocess,rêprøçess0,57321,0.00027
acquaintanceship,ácqυâìntánçèŝħip,57323,0.00027
pontius,pontïμs,57324,0.00027
nickell,nick0éll0,57325,0.00027
dogfish,døgfiŝħ,57331,0.00027
peacefulness,pêàçèfulnéss0,57332,0.00027
kung,kuñg0,57333,0.00027
liebermann,lïèbèŕmánn0,57334,0.00027
naturalization,naťúrálízâţìòn,57339,0.00027
merchantmen,mèŕĉħántmėn,57341,0.00027
christoph,cħristøþħ,57343,0.00027
helene,hélênè,57344,0.00027
foretell,før#ètell0,57347,0.00027
melling,mell0iñg0,57350,0.00027
southland,sõùπħland,57355,0.00027
stoking,stôkiñg0,57358,0.00027
chillingly,ĉħill0iñg0lý,57364,0.00027
barnum,bārnum,57365,0.00027
hibbert,hibb0èŕt,57369,0.00027
shortlived,ŝħør#tlivèd,57370,0.00027
planetarium,planétãrïum,57373,0.00027
pathologically,paπħóloĝicàll0ý,57379,0.00027
mastectomy,mastectómý,57385,0.00027
cavers,câvèŕś,57389,0.00027
wesson,wess0ón,57390,0.00027
azeri,ázerï,57393,0.00027
insinuate,insinûâtè,57397,0.00027
moya,mσyá,57400,0.00027
kimball,kimbáll0,57401,0.00027
maximizes,maxímîzėś,57404,0.00027
interjection,intèŕjecţìòn,57407,0.00027
backtrack,backtrack0,57409,0.00027
speedometer,spêèdométèŕ,57412,0.00027
roxanne,roxann0è,57414,0.00027
stickler,stick0lèŕ,57417,0.00027
aviators,âvïâtòŕś,57419,0.00027
rho,rħô,57421,0.00027
pussycat,pūss0ýcat,57422,0.00027
engholm,eñg0hôlm,57423,0.00027
loquacious,lôqυâćióùs,57424,0.00027
crusher,cruŝħèŕ,57426,0.00027
mobiles,môbílèś,57427,0.00027
petrey,petrêy0,57431,0.00027
gunshots,gunŝħots,57432,0.00027
catapults,catápults,57433,0.00027
imploring,implør#iñg0,57437,0.00027
flagstone,flagstônè,57445,0.00027
tarrant,tārr0ánt,57446,0.00027
ezekiel,ezėkïèl,57447,0.00027
schott,ŝc0ħott0,57452,0.00027
vecchio,vecc0ħïô,57455,0.00027
tanjug,tanjug,57462,0.00027
disparage,dispãráĝè,57468,0.00027
recuperating,rêcüpérâtiñg0,57473,0.00027
corns,cør#nś,57480,0.00027
hoyland,hσy0lánd,57483,0.00027
squier,sqυîèŕ,57494,0.00027
polygram,polýgram,57495,0.00027
whirlpools,wħìŕlpöòlś,57499,0.00027
tabor,tâbòŕ,57500,0.00027
saskatchewan,saskatĉħéwån,57501,0.00027
konica,konicá,57502,0.00027
omnivorous,omnivòŕous,57506,0.00027
harps,hārps,57508,0.00027
starkness,stārknėss0,57511,0.00027
minesweepers,mînèswêèpèŕś,57512,0.00027
dendrochronology,dendrôcħrónolóĝý,57517,0.00027
haywire,hây0wîrè,57519,0.00027
doss,døss0,57521,0.00027
boddington,bodd0iñg0tón,57524,0.00027
bah,bāħ,57525,0.00027
bestsellers,bestsell0èŕś,57528,0.00027
stewardesses,stëw0àŕdéss0ėś,57530,0.00027
winsome,winsőmè,57532,0.00027
beckley,beck0lêy0,57537,0.00027
meretz,meretzŝ,57538,0.00027
wallerstein,wåll0èŕstèîn,57539,0.00027
stepchildren,stepĉħildrén,57541,0.00027
poulton,põùltón,57544,0.00027
kraemer,krãèmèŕ,57546,0.00027
wintour,wintōùr,57548,0.00027
jocks,jock0s,57551,0.00027
frisby,frisbý,57554,0.00027
jogs,jogś,57556,0.00027
sheehan,ŝħêèhán0,57561,0.00027
albright,ålbrîg0ħt,57565,0.00027
exterminate,ėxtèŕmínâtè,57567,0.00027
treviso,trevïsô,57568,0.00027
crummy,crumm0ý,57569,0.00027
correctional,còŕr0ecţìònál,57571,0.00027
wiesbaden,wïèsbādén,57573,0.00027
iliad,ilïád,57574,0.00027
displease,displêàśè,57576,0.00027
fels,felś,57577,0.00027
paschal,paŝc0ħál,57578,0.00027
penalize,pênálîzè,57579,0.00027
superconductor,süpèŕcónductòŕ,57582,0.00027
hospices,hospíçėś,57583,0.00027
brinkmanship,briñkmánŝħip,57584,0.00027
ede,êdè,57585,0.00027
giordano,ĝìør#dānô,57586,0.00027
leman,lêmán,57588,0.00027
zaki,zākï,57590,0.00027
moscato,môscātô,57593,0.00027
gracey,grâçêy0,57596,0.00027
kerrey,kerr0êy0,57597,0.00027
gujarat,gûjàŕat,57603,0.00027
kluge,klüĝè,57607,0.00027
slicks,slick0s,57609,0.00027
unproved,unprövèd,57612,0.00027
masturbate,mastùŕbâtè,57616,0.00027
awakens,áwâkénś,57617,0.00027
wilmington,wilmiñg0tón,57619,0.00027
unpatriotic,unpâtrïotic,57620,0.00027
paring,pãriñg0,57621,0.00027
coed,côed,57622,0.00027
afrikaans,afríkāànś,57625,0.00027
guffaw,guff0åw0,57627,0.00027
roussel,röùss0el,57628,0.00027
forecaster,før#ècastèŕ,57630,0.00027
merrier,merr0ïèŕ,57631,0.00027
droopy,dröòpý,57632,0.00027
grantor,grantòŕ,57633,0.00027
armbands,ārmbandś,57635,0.00027
brazzaville,brazz0ávill0è,57637,0.00027
sunnis,sūnn0ïś,57641,0.00027
bemoaned,bėmôànèd,57644,0.00027
gerda,gèŕdá,57646,0.00027
candied,candïèd,57648,0.00027
bitterest,bitt0erést,57650,0.00027
unconsolidated,uncónsolídâtėd,57651,0.00027
domestics,dómestics,57655,0.00027
crocheted,crôćħĕt0èd,57664,0.00027
alleyne,all0eynè,57666,0.00027
cecchini,ĉecc0ħïnï,57668,0.00027
kremer,krêmèŕ,57673,0.00027
disallow,disáll0õw0,57674,0.00027
lentil,lentíl,57675,0.00027
dwarfing,dwårfiñg0,57680,0.00027
nugent,nüĝént,57686,0.00027
marinas,màŕïnáś,57687,0.00027
okra,ôkrá,57691,0.00027
kaleida,kálèîdá,57693,0.00027
moselle,môśell0è,57695,0.00027
boarder,bøàŕdèŕ,57697,0.00027
teammate,têàmm0âtè,57698,0.00027
dispositive,dispośítivè,57704,0.00027
dinh,dinħ,57708,0.00027
grimaces,grimáçėś,57710,0.00027
musgrove,musgróvè,57711,0.00027
grupo,grüpô,57712,0.00027
sedated,sėdâtėd,57721,0.00027
fumigation,fûmígâţìòn,57722,0.00027
tolling,tôll0iñg0,57730,0.00027
babbled,babb0lèd,57731,0.00027
turbans,tùŕbánś,57732,0.00027
telexes,telexės,57737,0.00027
smithson,smiπħsón,57738,0.00027
needful,nêèdful,57741,0.00027
aegon,âègon,57745,0.00027
loreto,lør#etô,57746,0.00027
sprints,sprints,57748,0.00027
corneal,cør#nêàl,57750,0.00027
rego,regô,57754,0.00027
ambrogio,ambrôĝïô,57755,0.00027
copra,côprá,57756,0.00027
nir,nir,57760,0.00027
snazzy,snazz0ý,57761,0.00027
tailings,tâìliñg0ś,57763,0.00027
comparator,cómpàŕátòŕ,57765,0.00027
unsullied,unsull0ïèd,57766,0.00027
particulates,pārticûlátès,57769,0.00027
hartland,hārtlánd,57771,0.00027
maniacal,mánîácál,57775,0.00027
bittersweet,bitt0èŕswêèt,57777,0.00027
marcher,mārĉħèŕ,57779,0.00027
nokia,nôkïá,57781,0.00027
sullied,sull0ïèd,57782,0.00027
mannequin,mann0éqùin,57786,0.00027
ridiculing,ridícûliñg0,57788,0.00027
iles,îlèś,57793,0.00027
damson,damsón,57797,0.00027
visage,viśáĝè,57798,0.00027
stiglitz,stiglitzŝ,57805,0.00027
orifices,ør#ífíçéś,57806,0.00027
blanchard,blanĉħàŕd,57808,0.00027
elocution,elócûţìòn,57814,0.00027
nudges,nudĝėś,57818,0.00027
millward,mill0wàŕd,57824,0.00027
nicaraguans,nicàŕāgυánś,57827,0.00027
cornflower,cør#nflõw0èŕ,57828,0.00027
roadie,rôàdïè,57832,0.00027
tibia,tibïá,57833,0.00027
tranches,tranĉħeś,57839,0.00027
sneers,snėèrś,57841,0.00027
knopf,k0nopf,57844,0.00027
heckler,heck0lèŕ,57847,0.00027
bevins,bevinś,57850,0.00027
deform,dêfør#m,57851,0.00027
zapp,zapp0,57852,0.00027
pounder,põùndèŕ,57857,0.00027
banca,bañcá,57859,0.00027
valentines,valéntînèś,57860,0.00027
meadowland,meàdôw0land,57862,0.00027
swiped,swîpèð,57869,0.00027
graceless,grâçèléss0,57871,0.00027
lamport,lampør#t,57875,0.00027
betas,bĕtáś,57877,0.00027
chastise,ĉħastîśè,57878,0.00027
plath,plaπħ,57879,0.00027
writhe,w0riπħè,57886,0.00027
liberman,libèŕmán,57889,0.00027
direst,dîrést,57890,0.00027
eagleburger,êàglèbùŕgèŕ,57891,0.00027
encapsulating,encapsulâtiñg0,57892,0.00027
dumbo,dumbô,57895,0.00027
governorships,góvèŕnòŕŝħips,57897,0.00027
shortcut,ŝħør#tcut,57899,0.00027
nailing,nâìliñg0,57906,0.00027
woodburn,wōòdbùŕn,57910,0.00027
lengthwise,leñg0πħwîśè,57914,0.00027
costliest,cøstlïėst,57916,0.00027
predispositions,prêdispóśiţìònś,57923,0.00027
halpern,halpèŕn,57927,0.00027
bethell,beπħéll0,57930,0.00027
givers,givèŕś,57931,0.00027
husseini,hûss0einï,57934,0.00027
wilkerson,wilkèŕsón,57935,0.00027
cheyne,ĉħeynè,57937,0.00027
monomers,monómèŕś,57939,0.00027
agriculturally,agriculťúráll0ý,57940,0.00027
erne,èŕnè,57943,0.00027
tempts,tempts,57944,0.00027
fluffed,fluff0èð,57947,0.00027
mariano,mãrïānô,57952,0.00027
unexpired,unėxpîrèd,57953,0.00027
jacobi,ĵācôbï,57954,0.00027
financials,fînanćiálś,57963,0.00027
durrell,dùŕ}réll0,57964,0.00027
gawky,gåw0ký,57965,0.00027
agrochemical,agrôcħemícál,57967,0.00027
sneezes,snêèzėś,57970,0.00027
sprain,sprâìn,57973,0.00027
chalks,ĉħål0ks,57982,0.00027
misinformed,misinfør#mèd,57985,0.00027
avalon,aválon,57990,0.00027
talkers,tål0kèŕś,57993,0.00027
marcellus,mārçell0us,57994,0.00027
gobbling,gobb0liñg0,57995,0.00027
hallucinating,háll0üçínâtiñg0,57997,0.00027
jago,ĵāgô,58000,0.00027
petting,pett0iñg0,58004,0.00027
koestler,kôèstlèŕ,58012,0.00027
yoko,yôkô,58013,0.00027
dumbstruck,dumb0struck0,58016,0.00027
twisty,twistý,58018,0.00027
meir,meiŕ,58022,0.00027
shi,ŝħï,58024,0.00027
lozano,lôzānô,58028,0.00027
dogfight,dogfîg0ħt,58029,0.00026
vexing,vexiñg0,58030,0.00026
harrod,hãrr0ód,58031,0.00026
fretter,frett0èŕ,58035,0.00026
schering,ŝc0ħériñg0,58036,0.00026
meshes,meŝħėś,58038,0.00026
demetrius,dėmêtrïus,58039,0.00026
lacrosse,lácrøss0è,58041,0.00026
tuttle,tutt0lè,58042,0.00026
rameses,ramésêś,58044,0.00026
nags,nagś,58050,0.00026
sitka,sitká,58052,0.00026
splurge,splùŕĝè,58053,0.00026
marling,mārliñg0,58055,0.00026
wimps,wimps,58057,0.00026
darmstadt,dārmstad0t0,58062,0.00026
rollo,roll0ô,58064,0.00026
vouched,võùĉħèð,58065,0.00026
roasts,rôàsts,58070,0.00026
quenching,qυenĉħiñg0,58072,0.00026
rabuka,rábüká,58074,0.00026
sinning,sinn0iñg0,58075,0.00026
fogg,fogg0,58076,0.00026
ural,ûrál,58078,0.00026
purloined,pùŕlσìnèd,58079,0.00026
hockley,hock0lêy0,58084,0.00026
cousteau,cöùstèàu=,58088,0.00026
bemoan,bėmôàn,58092,0.00026
helios,hêlïos,58093,0.00026
lop,lop,58100,0.00026
neave,nêàvè,58101,0.00026
pernod,pernôd0,58102,0.00026
tennent,tenn0ént,58104,0.00026
scotched,scotĉħèð,58105,0.00026
antisense,antïsensè,58107,0.00026
overspent,ôvèŕspent,58111,0.00026
moreno,mør#ênô,58113,0.00026
baptistery,baptístèrý,58116,0.00026
digitizing,diĝítîziñg0,58121,0.00026
manne,mann0è,58122,0.00026
gauthier,gáυπħïèŕ,58124,0.00026
ramrod,ramrod,58126,0.00026
linh,linħ,58127,0.00026
naps,naps,58134,0.00026
checkmate,ĉħeck0mâtè,58139,0.00026
margo,mārgô,58143,0.00026
wiggly,wigg0lý,58144,0.00026
scottie,scott0ïè,58145,0.00026
onassis,ônass0is,58149,0.00026
ido,ïdô,58151,0.00026
homeopathy,hômêôpaπħý,58153,0.00026
keeton,kêètón,58154,0.00026
dammed,damm0èd,58155,0.00026
peacemaking,pêàçèmâkiñg0,58163,0.00026
scat,scat,58173,0.00026
lingua,liñgυá,58177,0.00026
expending,expendiñg0,58179,0.00026
eck,eck0,58182,0.00026
duvalier,düvalĩèŕ,58184,0.00026
nicki,nick0ï,58189,0.00026
eachus,êàĉħus,58192,0.00026
castigate,castígâtè,58195,0.00026
iguana,îgυāná,58196,0.00026
junket,juñkėt,58197,0.00026
airbags,ãìŕbagś,58198,0.00026
mojo,môjô,58200,0.00026
tapas,tápás,58201,0.00026
avis,âvis,58203,0.00026
brenton,brentón,58204,0.00026
gorgon,gør#gón,58205,0.00026
fining,fîniñg0,58206,0.00026
grassi,grass0ï,58208,0.00026
autographed,åùtógraþħèð,58212,0.00026
lefebvre,léfĕbv0rè,58215,0.00026
vintners,vintnèŕś,58221,0.00026
diadem,dîádem,58228,0.00026
mizuno,mizünô,58232,0.00026
fluorite,flùør#îtè,58237,0.00026
gluck,gluck0,58238,0.00026
cabriolet,cabrïôlĕt0,58245,0.00026
envelop,ėnvelóp,58247,0.00026
fasts,fasts,58249,0.00026
reciprocating,rėçiprócâtiñg0,58251,0.00026
preened,prêènèd,58252,0.00026
flipper,flipp0èŕ,58255,0.00026
repositioning,rêpóśiţìòniñg0,58256,0.00026
stratagems,stratáĝémś,58258,0.00026
galahad,galáhad,58260,0.00026
shirl,ŝħìŕl,58262,0.00026
mange,mânĝè,58264,0.00026
alberti,ālbertï,58266,0.00026
tolerates,tølérâtès,58269,0.00026
benedetto,bėnédett0ô,58271,0.00026
redden,redd0én,58272,0.00026
liposomes,lipósômèś,58276,0.00026
swaggering,swagg0ériñg0,58279,0.00026
thun,πħun,58282,0.00026
bret,bret,58284,0.00026
outgrow,õùtgrôw0,58285,0.00026
penitentiary,penitenťìàŕý,58286,0.00026
strobe,strôbè,58287,0.00026
kazan,kâzán,58292,0.00026
pronto,prontô,58294,0.00026
wilkin,wilkin,58296,0.00026
protease,prôtêâśè,58297,0.00026
confiscating,confíscâtiñg0,58298,0.00026
fouls,fõùlś,58299,0.00026
boyer,bσy0èŕ,58302,0.00026
stabler,stâblèŕ,58303,0.00026
legendre,legėndrĕ,58309,0.00026
rollover,rôll0ôvèŕ,58317,0.00026
palomar,palómār,58321,0.00026
moir,mσìŕ,58329,0.00026
delves,delvèś,58331,0.00026
reinvent,rêinvent,58335,0.00026
dovetail,dóvètâìl,58336,0.00026
ophthalmology,opħπħál0molóĝý,58341,0.00026
matchmaker,matĉħmâkèŕ,58343,0.00026
childhoods,ĉħîldhōòdś,58345,0.00026
hilariously,hilãrïòuslý,58346,0.00026
skiff,skiff0,58348,0.00026
pistachio,pístaćħïô,58349,0.00026
lucier,lüçïèŕ,58350,0.00026
kassel,kass0él,58354,0.00026
fifteen,fiftêèn,58355,0.00026
arbitrageurs,ārbítrāg2èùŕś,58357,0.00026
unflappable,unflapp0áblè,58361,0.00026
pagers,pâĝèŕś,58362,0.00026
graciousness,grâćióùsnéss0,58364,0.00026
backwardation,back0wàŕdâţìòn,58374,0.00026
brunch,brunĉħ,58376,0.00026
absorbers,ábśør#bèŕś,58379,0.00026
doggerel,dogg0erél,58382,0.00026
beesley,bêèślêy0,58383,0.00026
alta,āltá,58384,0.00026
sherwin,ŝħèŕwin,58391,0.00026
pampering,pampériñg0,58399,0.00026
depository,dėpośítør#ý,58400,0.00026
eruptive,ėruptivè,58403,0.00026
suntory,suntør#ý,58406,0.00026
harping,hārpiñg0,58407,0.00026
extraordinaire,extráør#dinãìŕè,58409,0.00026
legalize,lêgálîzè,58411,0.00026
rosebud,rôśèbud,58412,0.00026
orogenic,ør#óĝenic,58420,0.00026
expectancies,ėxpectánçïèś,58421,0.00026
mindlessly,mîndléss0lý,58423,0.00026
sharps,ŝħārps,58425,0.00026
inman,inmán,58428,0.00026
gribbin,gribb0in,58429,0.00026
ribeiro,rïbeìŕô,58431,0.00026
centered,çentèŕèd,58432,0.00026
sunning,sunn0iñg0,58436,0.00026
seventieth,sevéntïėπħ,58438,0.00026
torpid,tør#píd,58442,0.00026
equipments,ėqυipménts,58444,0.00026
genocidal,ĝenóçîdál,58456,0.00026
biochemist,bîôcħemíst,58465,0.00026
gozo,gôzô,58467,0.00026
holiest,hôlïėst,58468,0.00026
catacombs,catácômb0ś,58469,0.00026
algebraically,alĝébrâicàll0ý,58470,0.00026
udo,üdô,58474,0.00026
imponderables,imponderáblèś,58475,0.00026
profligacy,prøfligaçý,58477,0.00026
electrocardiogram,ėlectrôcārdïógram,58478,0.00026
leaderless,lêàdèŕléss0,58481,0.00026
therapeutics,πħerápèûtics,58485,0.00026
orchestrating,ør#cħėstrâtiñg0,58486,0.00026
rejuvenate,rėjüvénâtè,58488,0.00026
spiegel,spïègél,58491,0.00026
macmahon,mácmaħòn,58495,0.00026
hardener,hārdénèŕ,58497,0.00026
grimley,grimlêy0,58509,0.00026
ovations,ôvâţìònś,58512,0.00026
macdougall,mácdöùgáll0,58519,0.00026
forgivable,fòŕgiváblè,58523,0.00026
stoneware,stônèwãrè,58525,0.00026
dol,dol,58527,0.00026
autism,åùtiśm,58528,0.00026
impersonating,impèŕsónâtiñg0,58530,0.00026
dudes,dûdèś,58534,0.00026
sunspots,sunspots,58542,0.00026
roadsides,rôàdsîdèś,58546,0.00026
wilshire,wilŝħîrè,58547,0.00026
hollingsworth,holl0iñg0śwòŕπħ,58550,0.00026
tinto,tintô,58552,0.00026
hardier,hārdïèŕ,58560,0.00026
steadfastness,steàdfastnéss0,58562,0.00026
intracranial,intrácrânïál,58565,0.00026
nesbitt,neśbitt0,58567,0.00026
concubine,concûbînè,58568,0.00026
maddock,madd0óck0,58569,0.00026
shutt,ŝħutt0,58573,0.00026
copulate,copûlâtè,58574,0.00026
driscoll,driscóll0,58577,0.00026
blaikie,blâìkïè,58578,0.00026
matriarchal,mâtrïārcħál,58580,0.00026
tortilla,tør#tïl0l0á,58583,0.00026
treacy,trèâçý,58585,0.00026
regimentation,reĝímentâţìòn,58588,0.00026
addington,add0iñg0tón,58593,0.00026
deliberating,dėlibérâtiñg0,58594,0.00026
flutters,flutt0èŕś,58595,0.00026
tabulation,tabûlâţìòn,58601,0.00026
reassures,rêásŝūrèś,58602,0.00026
shipboard,ŝħipbøàŕd,58603,0.00026
glaucoma,glåùcômá,58605,0.00026
muggy,mugg0ý,58610,0.00026
gummed,gumm0èd,58618,0.00026
formalizing,før#málîziñg0,58619,0.00026
combats,cómbats,58621,0.00026
honorarium,ħonòŕãrïum,58622,0.00026
pinhole,pinhôlè,58623,0.00026
inducted,inductėd,58624,0.00026
exacerbation,ėxaçèŕbâţìòn,58625,0.00026
catamarans,cátamàŕánś,58626,0.00026
mistrusted,mistrustėd,58628,0.00026
soma,sômá,58629,0.00026
overheat,ôvèŕhêàt,58630,0.00026
ikeda,ikĕdá,58632,0.00026
llamas,ll0āmáś,58634,0.00026
sobers,sôbèŕś,58636,0.00026
accompanist,ácc0ómpáníst,58637,0.00026
uninvolved,uninvølvèd,58639,0.00026
pantaloons,pantálöònś,58640,0.00026
fastness,fastnéss0,58643,0.00026
fishman,fiŝħman,58646,0.00026
gregorio,grėgør#ïô,58648,0.00026
pickett,pick0ėtt0,58650,0.00026
unsworth,unswòŕπħ,58653,0.00026
goers,gôèŕś,58654,0.00026
majid,májid,58655,0.00026
saboteur,sabótèùŕ,58660,0.00026
gorby,gør#bý,58667,0.00026
doubleday,dóùblèdây0,58672,0.00026
monopoles,monópôlèś,58674,0.00026
harte,hārtè,58675,0.00026
hitchens,hitĉħénś,58677,0.00026
goodie,gōòdïè,58678,0.00026
kingdon,kiñg0dón,58679,0.00026
zacharias,zacħárîás,58681,0.00026
venal,vênál,58683,0.00026
soyuz,sσyuz,58684,0.00026
marinate,mãrínâtè,58686,0.00026
desertions,dėśèŕţìònś,58690,0.00026
chortled,ĉħør#tlèd,58692,0.00026
clozapine,clôzápînè,58693,0.00026
haitians,hâìţiánś,58694,0.00026
expressway,ėxpress0wây0,58701,0.00026
sloppiness,slopp0ïnéss0,58704,0.00026
kimbell,kimbell0,58706,0.00026
hinterlands,hintèŕlandś,58707,0.00026
elie,elïè,58713,0.00026
toto,tôtô,58715,0.00026
